@relation 'Hill_Valley dataset - example ARFF file header'
@attribute X1 numeric
@attribute X2 numeric
@attribute X3 numeric
@attribute X4 numeric
@attribute X5 numeric
@attribute X6 numeric
@attribute X7 numeric
@attribute X8 numeric
@attribute X9 numeric
@attribute X10 numeric
@attribute X11 numeric
@attribute X12 numeric
@attribute X13 numeric
@attribute X14 numeric
@attribute X15 numeric
@attribute X16 numeric
@attribute X17 numeric
@attribute X18 numeric
@attribute X19 numeric
@attribute X20 numeric
@attribute X21 numeric
@attribute X22 numeric
@attribute X23 numeric
@attribute X24 numeric
@attribute X25 numeric
@attribute X26 numeric
@attribute X27 numeric
@attribute X28 numeric
@attribute X29 numeric
@attribute X30 numeric
@attribute X31 numeric
@attribute X32 numeric
@attribute X33 numeric
@attribute X34 numeric
@attribute X35 numeric
@attribute X36 numeric
@attribute X37 numeric
@attribute X38 numeric
@attribute X39 numeric
@attribute X40 numeric
@attribute X41 numeric
@attribute X42 numeric
@attribute X43 numeric
@attribute X44 numeric
@attribute X45 numeric
@attribute X46 numeric
@attribute X47 numeric
@attribute X48 numeric
@attribute X49 numeric
@attribute X50 numeric
@attribute X51 numeric
@attribute X52 numeric
@attribute X53 numeric
@attribute X54 numeric
@attribute X55 numeric
@attribute X56 numeric
@attribute X57 numeric
@attribute X58 numeric
@attribute X59 numeric
@attribute X60 numeric
@attribute X61 numeric
@attribute X62 numeric
@attribute X63 numeric
@attribute X64 numeric
@attribute X65 numeric
@attribute X66 numeric
@attribute X67 numeric
@attribute X68 numeric
@attribute X69 numeric
@attribute X70 numeric
@attribute X71 numeric
@attribute X72 numeric
@attribute X73 numeric
@attribute X74 numeric
@attribute X75 numeric
@attribute X76 numeric
@attribute X77 numeric
@attribute X78 numeric
@attribute X79 numeric
@attribute X80 numeric
@attribute X81 numeric
@attribute X82 numeric
@attribute X83 numeric
@attribute X84 numeric
@attribute X85 numeric
@attribute X86 numeric
@attribute X87 numeric
@attribute X88 numeric
@attribute X89 numeric
@attribute X90 numeric
@attribute X91 numeric
@attribute X92 numeric
@attribute X93 numeric
@attribute X94 numeric
@attribute X95 numeric
@attribute X96 numeric
@attribute X97 numeric
@attribute X98 numeric
@attribute X99 numeric
@attribute X100 numeric
@attribute class {0,1}

@data
1317.265789,1315.220951,1312.770581,1309.834252,1306.315588,1302.099102,1297.046401,1290.991646,1283.736109,1275.041652,1264.622905,1252.137909,1237.176883,1219.248779,1197.765167,1172.020916,1141.171054,1104.203034,1059.903502,1006.818467,943.2055856,866.976971,943.2055856,1006.818467,1059.903502,1104.203034,1141.171054,1172.020916,1197.765167,1219.248779,1237.176883,1252.137909,1264.622905,1275.041652,1283.736109,1290.991646,1297.046401,1302.099102,1306.315588,1309.834252,1312.770581,1315.220951,1317.265789,1318.972209,1320.396218,1321.584556,1322.576226,1323.403775,1324.094366,1324.670666,1325.151588,1325.552919,1325.88783,1326.167313,1326.400543,1326.595173,1326.757592,1326.893131,1327.006239,1327.100627,1327.179394,1327.245126,1327.299978,1327.345753,1327.383952,1327.41583,1327.442431,1327.46463,1327.483155,1327.498615,1327.511515,1327.522281,1327.531265,1327.538762,1327.545019,1327.55024,1327.554597,1327.558232,1327.561267,1327.563799,1327.565912,1327.567675,1327.569146,1327.570374,1327.571399,1327.572254,1327.572968,1327.573563,1327.57406,1327.574475,1327.574821,1327.575109,1327.57535,1327.575552,1327.575719,1327.575859,1327.575976,1327.576074,1327.576155,1327.576223,0
7329.967624,7379.907443,7441.799231,7518.503422,7613.565031,7731.377492,7877.385707,8058.337694,8282.596458,8560.526497,8904.972822,9331.854603,9860.900909,10516.56251,9860.900909,9331.854603,8904.972822,8560.526497,8282.596458,8058.337694,7877.385707,7731.377492,7613.565031,7518.503422,7441.799231,7379.907443,7329.967624,7289.671721,7257.157389,7230.921924,7209.752809,7192.671678,7178.889096,7167.768079,7158.79465,7151.554087,7145.711754,7140.997638,7137.193869,7134.124648,7131.648127,7129.649848,7128.037459,7126.73644,7125.686661,7124.839606,7124.156126,7123.604633,7123.15964,7122.80058,7122.510858,7122.277084,7122.088455,7121.936252,7121.813441,7121.714346,7121.634388,7121.56987,7121.517811,7121.475806,7121.441912,7121.414563,7121.392496,7121.37469,7121.360323,7121.34873,7121.339376,7121.331828,7121.325738,7121.320824,7121.316858,7121.313659,7121.311077,7121.308994,7121.307314,7121.305957,7121.304863,7121.30398,7121.303268,7121.302693,7121.302229,7121.301855,7121.301553,7121.301309,7121.301112,7121.300954,7121.300826,7121.300722,7121.300639,7121.300572,7121.300517,7121.300474,7121.300438,7121.30041,7121.300387,7121.300368,7121.300353,7121.300341,7121.300331,7121.300323,1
809.4214096,809.7801194,810.2071911,810.7156529,811.321016,812.0417476,812.8998341,813.9214524,815.137768,816.5858856,818.3099814,820.3626507,822.806512,825.7161177,829.180228,833.3045189,838.2148058,844.0608816,851.0210865,859.307748,869.1736586,880.9197872,894.9044607,911.5542946,931.377208,954.9779177,983.0763854,1016.529782,1056.358634,1103.777959,1056.358634,1016.529782,983.0763854,954.9779177,931.377208,911.5542946,894.9044607,880.9197872,869.1736586,859.307748,851.0210865,844.0608816,838.2148058,833.3045189,829.180228,825.7161177,822.806512,820.3626507,818.3099814,816.5858856,815.137768,813.9214524,812.8998341,812.0417476,811.321016,810.7156529,810.2071911,809.7801194,809.4214096,809.120119,808.8670563,808.6545018,808.4759711,808.326018,808.2000681,808.0942792,808.0054241,807.9307921,807.8681065,807.8154551,807.7712317,807.7340872,807.7028884,807.6766837,807.6546736,807.6361867,807.620659,807.6076169,807.5966624,807.5874614,807.5797333,807.5732421,807.5677901,807.5632107,807.5593644,807.5561338,807.5534202,807.5511411,807.5492268,807.5476189,807.5462684,807.545134,807.5441812,807.543381,807.5427088,807.5421443,807.5416701,807.5412718,807.5409373,807.5406563,1
45334.20888,45334.21356,45334.21906,45334.2255,45334.23305,45334.24191,45334.2523,45334.26448,45334.27876,45334.29552,45334.31516,45334.3382,45334.36522,45334.3969,45334.43406,45334.47763,45334.52873,45334.58866,45334.65893,45334.74134,45334.83798,45334.95132,45335.08422,45335.24008,45335.42286,45335.63721,45335.88857,45336.18335,45336.52904,45336.93443,45337.40984,45337.96735,45338.62115,45339.38786,45340.28699,45341.34141,45342.57793,45344.028,45345.72852,45347.72272,45350.06134,45352.80386,45356.02003,45359.79165,45364.21466,45369.40155,45375.48426,45382.61749,45390.98268,45400.7926,45412.29676,45425.78777,45441.60877,45460.16218,45481.91989,45507.4353,45537.35741,45572.44728,45613.59742,45661.85447,45718.44586,45784.81099,45862.63783,45953.90593,46060.93667,46186.45237,46333.64552,46506.25997,46708.68615,46946.07276,47224.45771,47550.92171,47933.76835,48382.73531,48909.24203,49526.68018,50250.75425,51099.88103,52095.658,53263.41268,54632.84684,56238.79195,54632.84684,53263.41268,52095.658,51099.88103,50250.75425,49526.68018,48909.24203,48382.73531,47933.76835,47550.92171,47224.45771,46946.07276,46708.68615,46506.25997,46333.64552,46186.45237,46060.93667,45953.90593,1
1.810359264,1.810359264,1.810359264,1.810359264,1.810359264,1.810359264,1.810359263,1.810359263,1.810359263,1.810359263,1.810359262,1.810359261,1.810359261,1.81035926,1.810359258,1.810359257,1.810359254,1.810359251,1.810359248,1.810359243,1.810359237,1.810359229,1.810359219,1.810359206,1.810359189,1.810359167,1.810359138,1.810359102,1.810359055,1.810358994,1.810358915,1.810358814,1.810358683,1.810358515,1.810358297,1.810358016,1.810357654,1.810357186,1.810356583,1.810355805,1.8103548,1.810353504,1.810351832,1.810349675,1.81034689,1.810343298,1.810338662,1.810332681,1.810324963,1.810315004,1.810302154,1.810285573,1.810264177,1.810236571,1.810200949,1.810154984,1.810095675,1.810019146,1.809920398,1.809792981,1.80962857,1.809416425,1.809142687,1.808789474,1.808333712,1.807745626,1.806986799,1.80600766,1.804744244,1.803114015,1.801010477,1.798296211,1.794793903,1.790274758,1.784443554,1.776919356,1.767210631,1.754683139,1.738518496,1.717660717,1.690747226,1.656019848,1.611209949,1.656019848,1.690747226,1.717660717,1.738518496,1.754683139,1.767210631,1.776919356,1.784443554,1.790274758,1.794793903,1.798296211,1.801010477,1.803114015,1.804744244,1.80600766,1.806986799,1.807745626,0
2.073516558,2.073546054,2.073581005,2.073622421,2.073671497,2.07372965,2.073798559,2.073880214,2.073976971,2.074091625,2.074227485,2.074388473,2.074579238,2.074805287,2.075073146,2.075390547,2.075766655,2.076212328,2.076740432,2.077366215,2.078107742,2.078986421,2.08002762,2.0812614,2.082723378,2.084455764,2.086508571,2.088941065,2.091823471,2.095239007,2.099286279,2.104082132,2.109765025,2.116499023,2.124478539,2.133933943,2.145138216,2.158414826,2.174147073,2.19278915,2.214879259,2.241055146,2.272072515,2.308826845,2.352379241,2.403987073,2.465140269,2.537604337,2.623471331,2.725220252,2.845788614,2.988657255,2.845788614,2.725220252,2.623471331,2.537604337,2.465140269,2.403987073,2.352379241,2.308826845,2.272072515,2.241055146,2.214879259,2.19278915,2.174147073,2.158414826,2.145138216,2.133933943,2.124478539,2.116499023,2.109765025,2.104082132,2.099286279,2.095239007,2.091823471,2.088941065,2.086508571,2.084455764,2.082723378,2.0812614,2.08002762,2.078986421,2.078107742,2.077366215,2.076740432,2.076212328,2.075766655,2.075390547,2.075073146,2.074805287,2.074579238,2.074388473,2.074227485,2.074091625,2.073976971,2.073880214,2.073798559,2.07372965,2.073671497,2.073622421,1
382.1351041,382.1351064,382.1351093,382.1351129,382.1351173,382.1351227,382.1351295,382.1351379,382.1351482,382.1351611,382.135177,382.1351967,382.135221,382.1352512,382.1352886,382.1353348,382.1353921,382.135463,382.1355509,382.1356596,382.1357943,382.135961,382.1361675,382.1364231,382.1367397,382.1371316,382.1376169,382.1382179,382.138962,382.1398833,382.1410242,382.1424368,382.1441859,382.1463517,382.1490335,382.1523541,382.1564658,382.161557,382.167861,382.1756667,382.185332,382.1972997,382.2121185,382.2304674,382.2531874,382.2813199,382.3161541,382.3592867,382.4126944,382.4788251,382.5607097,382.662101,382.7876461,382.9430988,383.135584,383.3739235,383.6690409,384.0344621,384.486935,385.0471973,385.7409269,386.5999188,387.6635422,388.980545,390.611288,392.6305114,395.13076,398.2266251,402.0599961,406.8065639,412.6838727,419.9612911,428.9723571,440.1300654,453.9457952,471.0527481,492.2349688,518.4632795,492.2349688,471.0527481,453.9457952,440.1300654,428.9723571,419.9612911,412.6838727,406.8065639,402.0599961,398.2266251,395.13076,392.6305114,390.611288,388.980545,387.6635422,386.5999188,385.7409269,385.0471973,384.486935,384.0344621,383.6690409,383.3739235,1
1400.189621,1403.099806,1406.539028,1410.603461,1415.406761,1421.083247,1427.791651,1435.719567,1445.088686,1456.161004,1469.246141,1484.710006,1502.985023,1524.582227,1550.105555,1580.26873,1615.915223,1658.041838,1707.826587,1658.041838,1615.915223,1580.26873,1550.105555,1524.582227,1502.985023,1484.710006,1469.246141,1456.161004,1445.088686,1435.719567,1427.791651,1421.083247,1415.406761,1410.603461,1406.539028,1403.099806,1400.189621,1397.727096,1395.643368,1393.880169,1392.388195,1391.125723,1390.057451,1389.153505,1388.388609,1387.741373,1387.193698,1386.730269,1386.338127,1386.006306,1385.725527,1385.48794,1385.286899,1385.116783,1384.972835,1384.85103,1384.747962,1384.660748,1384.58695,1384.524504,1384.471663,1384.426951,1384.389116,1384.357102,1384.330012,1384.307089,1384.287693,1384.27128,1384.257391,1384.245639,1384.235695,1384.227281,1384.22016,1384.214136,1384.209037,1384.204724,1384.201073,1384.197984,1384.195371,1384.193159,1384.191288,1384.189704,1384.188364,1384.18723,1384.186271,1384.185459,1384.184772,1384.184191,1384.183699,1384.183283,1384.182931,1384.182633,1384.18238,1384.182167,1384.181986,1384.181834,1384.181704,1384.181595,1384.181502,1384.181424,1
686.1696004,686.2652466,686.3875919,686.5440893,686.7442722,687.0003351,687.3278767,687.74685,688.2827774,688.9683064,689.8451973,690.9668679,692.4016473,694.2369381,696.5845411,699.5874658,703.4286418,708.3420628,714.6270407,722.6664387,732.9499943,746.1041529,762.9302289,746.1041529,732.9499943,722.6664387,714.6270407,708.3420628,703.4286418,699.5874658,696.5845411,694.2369381,692.4016473,690.9668679,689.8451973,688.9683064,688.2827774,687.74685,687.3278767,687.0003351,686.7442722,686.5440893,686.3875919,686.2652466,686.1696004,686.0948269,686.036371,685.9906719,685.9549455,685.9270157,685.9051809,685.888111,685.8747663,685.8643338,685.8561779,685.8498019,685.8448173,685.8409205,685.8378741,685.8354924,685.8336306,685.832175,685.8310371,685.8301475,685.829452,685.8289083,685.8284833,685.828151,685.8278912,685.8276881,685.8275294,685.8274053,685.8273082,685.8272324,685.8271731,685.8271267,685.8270905,685.8270621,685.82704,685.8270227,685.8270091,685.8269985,685.8269903,685.8269838,685.8269787,685.8269748,685.8269717,685.8269693,685.8269674,685.8269659,685.8269648,685.8269639,685.8269632,685.8269626,685.8269622,685.8269618,685.8269616,685.8269614,685.8269612,685.8269611,1
6102.338259,6102.343167,6102.349109,6102.356303,6102.365013,6102.37556,6102.388329,6102.403789,6102.422507,6102.44517,6102.47261,6102.505832,6102.546057,6102.594759,6102.653725,6102.725119,6102.81156,6102.916218,6103.042933,6103.196355,6103.382111,6103.607015,6103.87932,6104.209014,6104.608194,6105.091502,6105.67667,6106.385166,6107.24298,6108.281584,6109.539079,6111.061597,6112.904995,6115.136898,6117.839186,6121.110997,6125.072358,6129.868598,6135.675671,6142.706615,6151.219368,6161.526228,6174.005315,6189.114434,6207.407882,6229.55677,6256.373654,6288.842339,6328.153971,6375.750739,6433.378778,6503.152233,6587.630813,6689.913702,6813.753254,6963.692648,7145.232566,7365.032985,7631.157509,7953.369189,7631.157509,7365.032985,7145.232566,6963.692648,6813.753254,6689.913702,6587.630813,6503.152233,6433.378778,6375.750739,6328.153971,6288.842339,6256.373654,6229.55677,6207.407882,6189.114434,6174.005315,6161.526228,6151.219368,6142.706615,6135.675671,6129.868598,6125.072358,6121.110997,6117.839186,6115.136898,6112.904995,6111.061597,6109.539079,6108.281584,6107.24298,6106.385166,6105.67667,6105.091502,6104.608194,6104.209014,6103.87932,6103.607015,6103.382111,6103.196355,1
